bell_id,strike_num,file,f_hum,f_prime,f_tierce,f_quint,f_nominal,tierce_type,tierce_cents,t60,spectral_centroid,spectral_bandwidth,spectral_rolloff,spectral_flatness,tuning_deviation_cents,strength
pestallozistrasse,pestallozistrasse_strike006.flac,pestallozistrasse_strike006.flac,87.890625,164.0625,193.359375,228.515625,304.6875,minor,284.44703676101926,30.0,1246.8778628532607,1836.786678056012,2225.9014423076924,2.9783064746879973e-05,15.552963238980738,0.748
pestallozistrasse,pestallozistrasse_strike012.flac,pestallozistrasse_strike012.flac,210.9375,427.734375,521.484375,662.109375,873.046875,minor,343.0906465036566,30.0,1195.216997654373,1840.55783357688,2229.747596153846,1.4102198292675894e-05,43.090646503656615,0.73
pestallozistrasse,pestallozistrasse_strike014.flac,pestallozistrasse_strike014.flac,105.46875,199.21875,246.09375,275.390625,351.5625,major,365.82549783410514,30.0,1176.977666911286,1844.0841136530232,2213.701923076923,1.30812995848828e-05,34.174502165894864,0.849
pestallozistrasse,pestallozistrasse_strike016.flac,pestallozistrasse_strike016.flac,,58.59375,,82.03125,123.046875,,,30.0,1418.2969738255615,1969.411489441601,2630.829326923077,2.7914831662201323e-05,,0.658
pestallozistrasse,pestallozistrasse_strike019.flac,pestallozistrasse_strike019.flac,,87.890625,,146.484375,181.640625,,,,1383.5314924025745,1922.912727220095,2535.15625,2.3556398446089588e-05,,0.708
pestallozistrasse,pestallozistrasse_strike025.flac,pestallozistrasse_strike025.flac,,70.3125,,105.46875,,,,30.0,1461.3282718244488,1899.4551219106072,2620.973557692308,2.532483449613209e-05,,0.666
pestallozistrasse,pestallozistrasse_strike055.flac,pestallozistrasse_strike055.flac,216.796875,433.59375,515.625,585.9375,873.046875,minor,299.9739036100171,2.34017624749149,1686.9768942432513,2109.111820086425,2950.78125,4.654909571399912e-05,0.02609638998291075,0.765
pestallozistrasse,pestallozistrasse_strike056.flac,pestallozistrasse_strike056.flac,,87.890625,,123.046875,164.0625,,,30.0,1878.7001947794056,2303.040905303807,3326.382211538461,4.285640898160637e-05,,0.687
pestallozistrasse,pestallozistrasse_strike057.flac,pestallozistrasse_strike057.flac,,515.625,580.078125,796.875,1095.703125,minor,203.91000173077484,30.0,1864.600127304695,2311.547116688899,3326.201923076923,5.822240927955136e-05,96.08999826922516,0.931
pestallozistrasse,pestallozistrasse_strike059.flac,pestallozistrasse_strike059.flac,257.8125,515.625,667.96875,,1095.703125,major,448.1500746329333,,1519.6908214725956,2137.4172169829008,2788.221153846154,4.312084638513625e-05,48.1500746329333,0.707
pestallozistrasse,pestallozistrasse_strike060.flac,pestallozistrasse_strike060.flac,,64.453125,82.03125,105.46875,,major,417.50796410436817,,1352.5624494376098,2059.013775204501,2459.435096153846,1.5419958799611777e-05,17.50796410436817,0.765
st_heinrich,st_heinrich_strike001.wav,st_heinrich_strike001.wav,,58.59375,,87.890625,123.046875,,,30.0,1821.2110528053383,2808.719526382009,4134.314123376624,7.107925193849951e-05,,1.0
st_heinrich,st_heinrich_strike002.wav,st_heinrich_strike002.wav,,58.59375,,82.03125,105.46875,,,24.98002961891507,2041.26487877352,3144.8618762617234,4766.63961038961,0.000130804037326,,0.241
st_heinrich,st_heinrich_strike003.wav,st_heinrich_strike003.wav,,70.3125,,,128.90625,,,30.0,1939.6682682255173,3080.020795843821,4460.734577922078,0.0001083129027392,,0.577
st_heinrich,st_heinrich_strike004.wav,st_heinrich_strike004.wav,269.53125,550.78125,,,,,,4.483814587512831,1763.5589351526776,3048.215605088816,3865.056818181818,0.0001145757269114,,0.288
st_heinrich,st_heinrich_strike005.wav,st_heinrich_strike005.wav,269.53125,550.78125,685.546875,744.140625,,major,378.9310414869207,,1852.9561323073983,2996.668296997293,3843.8108766233768,0.0001439552725059,21.06895851307928,0.216
st_heinrich,st_heinrich_strike006.wav,st_heinrich_strike006.wav,,52.734375,70.3125,70.3125,,major,498.0449991346125,,1528.7594884254204,2651.841751119776,2610.633116883117,8.660411549499258e-05,98.04499913461251,0.482
