bell_id,strike_num,file,f_hum,f_prime,f_tierce,f_quint,f_nominal,tierce_type,tierce_cents,t60,spectral_centroid,spectral_bandwidth,spectral_rolloff,spectral_flatness
gruner_markt,gruner_markt_strike005.flac,gruner_markt_strike005.flac,275.390625,597.65625,744.140625,990.234375,1253.90625,major,379.51121376080437,30.0,1150.5105774594178,1684.1012045205782,1673.5592532467533,4.933358286507428e-05
gruner_markt,gruner_markt_strike006.flac,gruner_markt_strike006.flac,228.515625,474.609375,597.65625,738.28125,990.234375,major,399.0904069042451,30.0,1180.2886282544175,1734.11045526805,1730.4180194805194,5.582414451055229e-05
gruner_markt,gruner_markt_strike007.flac,gruner_markt_strike007.flac,205.078125,462.890625,603.515625,708.984375,990.234375,major,459.26373480733866,,1197.695425418574,1775.1181289785397,1775.892857142857,6.465690967161208e-05
gruner_markt,gruner_markt_strike008.flac,gruner_markt_strike008.flac,,52.734375,70.3125,70.3125,,major,498.0449991346125,30.0,1211.240190676414,1817.3267350928356,1832.9951298701299,8.762957440922037e-05
gruner_markt,gruner_markt_strike009.flac,gruner_markt_strike009.flac,222.65625,468.75,591.796875,638.671875,843.75,major,403.54006543731884,30.0,1225.791950429716,1726.3447921034644,1924.5535714285713,6.632390432059765e-05
gruner_markt,gruner_markt_strike010.flac,gruner_markt_strike010.flac,,275.390625,322.265625,410.15625,597.65625,minor,272.1250342164267,6.87927094019134,1368.3301037328063,1900.1498616341125,2314.0422077922076,0.00010056218161480501
gruner_markt,gruner_markt_strike011.flac,gruner_markt_strike011.flac,275.390625,597.65625,791.015625,843.75,1136.71875,major,485.26830609520226,,1199.0756306269793,1801.9747449117742,1884.9228896103896,6.283546827035025e-05
gruner_markt,gruner_markt_strike012.flac,gruner_markt_strike012.flac,,87.890625,111.328125,146.484375,164.0625,major,409.2443014020803,30.0,1170.5911495079924,1638.9943760718104,1874.0868506493507,6.017459600116126e-05
gruner_markt,gruner_markt_strike013.flac,gruner_markt_strike013.flac,,64.453125,,,,,,,1238.1797247264622,1641.5127266619354,2025.6087662337663,4.707217158284038e-05
gruner_markt,gruner_markt_strike014.flac,gruner_markt_strike014.flac,,52.734375,,82.03125,99.609375,,,30.0,1319.2309946076555,1699.1083188155103,2223.944805194805,6.328855670290068e-05
gruner_markt,gruner_markt_strike015.flac,gruner_markt_strike015.flac,275.390625,597.65625,656.25,996.09375,,minor,161.91549610333038,30.0,1412.4098422225745,1776.0520931959932,2363.595779220779,6.221079092938453e-05
gruner_markt,gruner_markt_strike016.flac,gruner_markt_strike016.flac,175.78125,392.578125,468.75,597.65625,843.75,minor,307.00668531550775,21.379402409094023,1319.3905435682664,1766.8143819556542,2152.9626623376626,6.646068504778668e-05
gruner_markt,gruner_markt_strike017.flac,gruner_markt_strike017.flac,,58.59375,,87.890625,,,,30.0,1251.727015620387,1721.0486240672146,2011.1810064935064,7.041057688184083e-05
gruner_markt,gruner_markt_strike018.flac,gruner_markt_strike018.flac,228.515625,468.75,509.765625,650.390625,843.75,minor,145.218481153639,30.0,1193.1791325414522,1676.8440493277922,1858.685064935065,5.9395308198872954e-05
gruner_markt,gruner_markt_strike019.flac,gruner_markt_strike019.flac,,410.15625,468.75,597.65625,820.3125,minor,231.17409353087498,30.0,1120.6548630803818,1621.6025047721253,1726.278409090909,5.567969856201671e-05
gruner_markt,gruner_markt_strike020.flac,gruner_markt_strike020.flac,181.640625,410.15625,509.765625,603.515625,849.609375,major,376.3925746845142,30.0,1168.2061092440238,1600.9028909079802,1779.9107142857142,5.7297296734759584e-05
gruner_markt,gruner_markt_strike021.flac,gruner_markt_strike021.flac,,228.515625,275.390625,304.6875,410.15625,minor,323.02395937846677,30.0,1229.984594754046,1704.3852267491957,1902.0900974025974,5.057469752500765e-05
gruner_markt,gruner_markt_strike022.flac,gruner_markt_strike022.flac,181.640625,410.15625,468.75,597.65625,849.609375,minor,231.17409353087498,30.0,1214.860091331049,1660.3075414445013,1873.234577922078,6.0880214732605964e-05
gruner_markt,gruner_markt_strike023.flac,gruner_markt_strike023.flac,,275.390625,298.828125,386.71875,597.65625,minor,141.4037883526297,8.664948992605954,1223.180485666352,1742.485821116896,1881.8181818181818,9.119730384554714e-05
gruner_markt,gruner_markt_strike024.flac,gruner_markt_strike024.flac,187.5,392.578125,474.609375,597.65625,873.046875,minor,328.5129749122227,30.0,1227.1779674042161,1674.211674115638,1976.9074675324675,5.690078978659585e-05
gruner_markt,gruner_markt_strike025.flac,gruner_markt_strike025.flac,181.640625,386.71875,468.75,515.625,843.75,minor,333.0407706346908,30.0,1489.048986926782,1905.49341121685,2758.867694805195,7.247140456456691e-05
gruner_markt,gruner_markt_strike026.flac,gruner_markt_strike026.flac,134.765625,275.390625,298.828125,386.71875,527.34375,minor,141.4037883526297,,1823.223337714374,2247.540456944488,3650.8319805194806,0.0001223833387484774
gruner_markt,gruner_markt_strike027.flac,gruner_markt_strike027.flac,158.203125,304.6875,392.578125,462.890625,650.390625,major,438.77936678001646,,1965.1426901997786,2415.025791664337,4053.2873376623374,0.000147725673741661
gruner_markt,gruner_markt_strike028.flac,gruner_markt_strike028.flac,181.640625,386.71875,509.765625,603.515625,837.890625,major,478.2592517883297,,2226.8710762636624,2619.4430653319446,4669.054383116883,0.0002234715357189998
gruner_markt,gruner_markt_strike029.flac,gruner_markt_strike029.flac,,304.6875,392.578125,509.765625,650.390625,major,438.77936678001646,30.0,2230.81521481517,2644.475900122314,4696.205357142857,0.00020986906019970775
gruner_markt,gruner_markt_strike030.flac,gruner_markt_strike030.flac,181.640625,392.578125,416.015625,656.25,843.75,minor,100.38951485629148,30.0,2153.1673359490787,2587.7209728221783,4466.63961038961,0.0002046275039901957
gruner_markt,gruner_markt_strike031.flac,gruner_markt_strike031.flac,,76.171875,,111.328125,146.484375,,,30.0,1966.6934058422175,2399.0795079780364,3921.2459415584417,0.00019119316129945219
gruner_markt,gruner_markt_strike032.flac,gruner_markt_strike032.flac,181.640625,392.578125,509.765625,650.390625,843.75,major,452.225166469147,30.0,1523.2953117580282,1996.5919578745634,2770.6777597402597,0.00010106902482220903
gruner_markt,gruner_markt_strike033.flac,gruner_markt_strike033.flac,,275.390625,304.6875,386.71875,527.34375,minor,175.02103975614583,18.118062284401308,1215.0261108362683,1718.044237620389,2000.4667207792209,8.823236566968262e-05
gruner_markt,gruner_markt_strike034.flac,gruner_markt_strike034.flac,,392.578125,509.765625,597.65625,843.75,major,452.225166469147,,1048.045477670696,1512.6224773034055,1619.5008116883116,2.5035522412508726e-05
gruner_markt,gruner_markt_strike035.flac,gruner_markt_strike035.flac,275.390625,597.65625,650.390625,820.3125,1253.90625,minor,146.3886292543323,5.668923166223886,1326.2740268270707,1868.3806594151952,2127.820616883117,8.205565973185003e-05
gruner_markt,gruner_markt_strike036.flac,gruner_markt_strike036.flac,275.390625,597.65625,656.25,849.609375,1265.625,minor,161.91549610333038,,1306.836900997649,1857.407394724524,2089.5900974025976,6.509337981697172e-05
gruner_markt,gruner_markt_strike037.flac,gruner_markt_strike037.flac,,181.640625,210.9375,304.6875,386.71875,minor,258.87442926652466,,1319.2911378114766,1930.4811218884595,2261.688311688312,6.105867214500904e-05
gruner_markt,gruner_markt_strike038.flac,gruner_markt_strike038.flac,111.328125,228.515625,304.6875,304.6875,468.75,major,498.0449991346125,18.236310341953967,1177.136131536572,1718.7085336593132,1871.469155844156,5.2785031584789976e-05
gruner_markt,gruner_markt_strike039.flac,gruner_markt_strike039.flac,275.390625,597.65625,650.390625,996.09375,1248.046875,minor,146.3886292543323,,1056.2190600132944,1498.768680773749,1644.034090909091,2.3026967028272338e-05
gruner_markt,gruner_markt_strike040.flac,gruner_markt_strike040.flac,304.6875,597.65625,650.390625,990.234375,1259.765625,minor,146.3886292543323,30.0,1024.4530848362547,1451.2986635388913,1595.1501623376623,3.315122376079671e-05
gruner_markt,gruner_markt_strike041.flac,gruner_markt_strike041.flac,,70.3125,93.75,93.75,,major,498.0449991346125,30.0,1016.3648017329838,1394.9276775016529,1585.8969155844156,2.3533413695986383e-05
gruner_markt,gruner_markt_strike042.flac,gruner_markt_strike042.flac,,70.3125,,111.328125,152.34375,,,30.0,1071.5448913254095,1409.6576204750695,1676.4204545454545,6.979594036238268e-05
gruner_markt,gruner_markt_strike043.flac,gruner_markt_strike043.flac,187.5,392.578125,509.765625,650.390625,837.890625,major,452.225166469147,5.695655549385616,1134.7313720919058,1500.7774066939762,1812.6623376623377,2.4983426555991173e-05
gruner_markt,gruner_markt_strike044.flac,gruner_markt_strike044.flac,,181.640625,228.515625,275.390625,386.71875,major,397.4470901704477,0.9590063483265068,1151.8529800853323,1635.9748129968555,1785.6331168831168,3.1675881473347545e-05
gruner_markt,gruner_markt_strike045.flac,gruner_markt_strike045.flac,175.78125,392.578125,509.765625,591.796875,843.75,major,452.225166469147,,1183.3187811539187,1769.4049757505577,1787.215909090909,6.0688889789162204e-05
gruner_markt,gruner_markt_strike046.flac,gruner_markt_strike046.flac,158.203125,304.6875,392.578125,410.15625,597.65625,major,438.77936678001646,17.10134357169241,1192.3005968160398,1770.0705770587113,1821.7938311688313,7.093603198882192e-05
gruner_markt,gruner_markt_strike047.flac,gruner_markt_strike047.flac,,175.78125,234.375,275.390625,386.71875,major,498.0449991346125,30.0,1205.9570166297644,1719.603538505315,1847.3011363636363,3.8154823414515704e-05
gruner_markt,gruner_markt_strike048.flac,gruner_markt_strike048.flac,87.890625,181.640625,228.515625,304.6875,363.28125,major,397.4470901704477,30.0,1218.9492828335178,1747.4016923847807,1866.2337662337663,8.08597105788067e-05
gruner_markt,gruner_markt_strike049.flac,gruner_markt_strike049.flac,,70.3125,,111.328125,134.765625,,,,1177.82479690769,1787.0312952562208,1775.3449675324675,3.9168651710497215e-05
gruner_markt,gruner_markt_strike050.flac,gruner_markt_strike050.flac,,70.3125,,117.1875,,,,,1170.5615291543172,1832.2439733540639,1747.5852272727273,5.441821849672124e-05
gruner_markt,gruner_markt_strike051.flac,gruner_markt_strike051.flac,87.890625,181.640625,228.515625,298.828125,392.578125,major,397.4470901704477,,1142.6174493260874,1825.2398053786392,1704.301948051948,5.412159953266382e-05
gruner_markt,gruner_markt_strike052.flac,gruner_markt_strike052.flac,,181.640625,228.515625,275.390625,392.578125,major,397.4470901704477,0.7715528445040042,1128.684450252791,1790.0714140182706,1687.8652597402597,4.793474363395944e-05
gruner_markt,gruner_markt_strike053.flac,gruner_markt_strike053.flac,111.328125,228.515625,298.828125,,468.75,major,464.4277477310967,,1110.3261950003425,1781.6785067610278,1654.5048701298701,3.599642514018342e-05
gruner_markt,gruner_markt_strike054.flac,gruner_markt_strike054.flac,,275.390625,304.6875,392.578125,597.65625,minor,175.02103975614583,30.0,1101.7052813319228,1786.2044694768542,1652.4959415584415,4.486726174945943e-05
gruner_markt,gruner_markt_strike055.flac,gruner_markt_strike055.flac,,58.59375,,,123.046875,,,30.0,1157.4613061772707,1925.8675546613547,1681.4123376623377,5.194600817048922e-05
gruner_markt,gruner_markt_strike056.flac,gruner_markt_strike056.flac,128.90625,275.390625,298.828125,392.578125,597.65625,minor,141.4037883526297,1.908822902415905,1171.046301999088,1985.1901739322816,1666.7410714285713,5.930945189902559e-05
gruner_markt,gruner_markt_strike057.flac,gruner_markt_strike057.flac,304.6875,597.65625,650.390625,990.234375,1312.5,minor,146.3886292543323,30.0,1116.6710985313603,1903.8992180372293,1598.5592532467533,5.738662730436772e-05
gruner_markt,gruner_markt_strike058.flac,gruner_markt_strike058.flac,99.609375,181.640625,222.65625,304.6875,392.578125,major,352.4774436680524,30.0,1060.108384864401,1760.4009489920754,1550.8319805194806,5.124410745338537e-05
gruner_markt,gruner_markt_strike059.flac,gruner_markt_strike059.flac,93.75,181.640625,222.65625,275.390625,392.578125,major,352.4774436680524,30.0,1017.4511212593119,1642.5190420816962,1521.5503246753246,2.5524936063447967e-05
gruner_markt,gruner_markt_strike060.flac,gruner_markt_strike060.flac,99.609375,181.640625,228.515625,275.390625,398.4375,major,397.4470901704477,,1052.86054156904,1722.8001502558686,1567.8165584415585,4.03842750529293e-05
gruner_markt,gruner_markt_strike061.flac,gruner_markt_strike061.flac,,298.828125,386.71875,410.15625,650.390625,major,446.36253286434953,,1093.5178295740786,1733.3775799875486,1632.7110389610389,5.655760833178647e-05
gruner_markt,gruner_markt_strike062.flac,gruner_markt_strike062.flac,99.609375,181.640625,228.515625,304.6875,392.578125,major,397.4470901704477,30.0,1090.176024687271,1750.315804199199,1621.9967532467533,3.6336910852696747e-05
gruner_markt,gruner_markt_strike063.flac,gruner_markt_strike063.flac,,304.6875,392.578125,474.609375,650.390625,major,438.77936678001646,,1108.4880737891435,1754.1119486815146,1649.330357142857,4.951359369442798e-05
gruner_markt,gruner_markt_strike064.flac,gruner_markt_strike064.flac,181.640625,392.578125,527.34375,650.390625,843.75,major,510.91668704628285,,1078.6584178831001,1761.2686506411553,1591.7410714285713,3.8984868297120556e-05
gruner_markt,gruner_markt_strike065.flac,gruner_markt_strike065.flac,164.0625,304.6875,392.578125,468.75,650.390625,major,438.77936678001646,2.374122150828092,1023.26854765544,1684.5729607988085,1520.7589285714287,3.021088741661515e-05
gruner_markt,gruner_markt_strike066.flac,gruner_markt_strike066.flac,175.78125,392.578125,416.015625,597.65625,843.75,minor,100.38951485629148,12.87031202664068,996.504356461995,1621.3382678197836,1511.9318181818182,3.416235267650336e-05
gruner_markt,gruner_markt_strike067.flac,gruner_markt_strike067.flac,175.78125,392.578125,509.765625,650.390625,843.75,major,452.225166469147,,953.5625647233758,1546.306869235929,1500.5478896103896,2.374502037127968e-05
gruner_markt,gruner_markt_strike068.flac,gruner_markt_strike068.flac,,93.75,,128.90625,,,,,936.4285485467027,1488.7916468596434,1515.6452922077922,3.76024327124469e-05
gruner_markt,gruner_markt_strike069.flac,gruner_markt_strike069.flac,,70.3125,,111.328125,134.765625,,,,927.2973337817671,1474.9136079269078,1506.0267857142858,2.3719174350844696e-05
gruner_markt,gruner_markt_strike070.flac,gruner_markt_strike070.flac,,52.734375,,87.890625,111.328125,,,30.0,905.4262358291779,1382.345110250276,1488.6160714285713,2.472985397616867e-05
gruner_markt,gruner_markt_strike071.flac,gruner_markt_strike071.flac,,87.890625,,123.046875,175.78125,,,,1015.1765621699897,1490.5920615011935,1714.0422077922078,3.91899338865187e-05
gruner_markt,gruner_markt_strike072.flac,gruner_markt_strike072.flac,181.640625,386.71875,468.75,515.625,837.890625,minor,333.0407706346908,1.5407372564173587,939.3464637227182,1430.8460942033528,1602.0900974025974,3.592632128857076e-05
gruner_markt,gruner_markt_strike073.flac,gruner_markt_strike073.flac,,87.890625,105.46875,,193.359375,minor,315.64128700055255,18.600706925945655,836.6441433748064,1366.6263545893198,1384.0300324675325,5.756993414252065e-05
gruner_markt,gruner_markt_strike074.flac,gruner_markt_strike074.flac,,87.890625,,134.765625,181.640625,,,30.0,835.1454598952175,1394.395137006441,1350.0608766233765,3.2485215342603624e-05
gruner_markt,gruner_markt_strike075.flac,gruner_markt_strike075.flac,,52.734375,,87.890625,,,,30.0,926.2004049403171,1542.5525157685458,1463.5957792207791,4.265613097231835e-05
gruner_markt,gruner_markt_strike076.flac,gruner_markt_strike076.flac,,52.734375,,82.03125,111.328125,,,8.479512450154331,1029.6234295198292,1653.8903152008377,1600.5073051948052,5.534316733246669e-05
gruner_markt,gruner_markt_strike077.flac,gruner_markt_strike077.flac,,123.046875,158.203125,181.640625,240.234375,major,435.08409526165,,1071.4592024318283,1671.66225993338,1662.1753246753246,4.3163792724953964e-05
gruner_markt,gruner_markt_strike078.flac,gruner_markt_strike078.flac,187.5,392.578125,509.765625,650.390625,843.75,major,452.225166469147,,1009.3101189599032,1599.264130359916,1561.6680194805194,7.781680324114859e-05
gruner_markt,gruner_markt_strike079.flac,gruner_markt_strike079.flac,181.640625,392.578125,474.609375,644.53125,837.890625,minor,328.5129749122227,3.2073419869433106,987.5604935042546,1531.6461252649049,1522.0982142857142,2.3203299861052074e-05
gruner_markt,gruner_markt_strike080.flac,gruner_markt_strike080.flac,140.625,298.828125,392.578125,468.75,597.65625,major,472.3966181835322,30.0,1077.3260801389347,1640.2398166174953,1681.3514610389611,7.263449515448883e-05
gruner_markt,gruner_markt_strike081.flac,gruner_markt_strike081.flac,181.640625,392.578125,416.015625,656.25,849.609375,minor,100.38951485629148,30.0,1169.9754244565852,1709.7498784086067,1844.9878246753246,4.7605717554688454e-05
gruner_markt,gruner_markt_strike082.flac,gruner_markt_strike082.flac,58.59375,105.46875,,146.484375,205.078125,,,,1222.865567656018,1752.8072369021309,1921.3271103896104,6.422433943953365e-05
gruner_markt,gruner_markt_strike083.flac,gruner_markt_strike083.flac,,52.734375,,82.03125,,,,30.0,1179.7166747676977,1645.7628433874845,1866.4163961038962,4.574330523610115e-05
gruner_markt,gruner_markt_strike084.flac,gruner_markt_strike084.flac,,181.640625,228.515625,275.390625,380.859375,major,397.4470901704477,0.5795617268608898,1084.5172628829664,1500.602484494267,1671.3676948051948,3.152486533508636e-05
gruner_markt,gruner_markt_strike085.flac,gruner_markt_strike085.flac,181.640625,392.578125,515.625,591.796875,843.75,major,472.01091381542983,30.0,1035.9675416554899,1489.1073720444901,1594.6631493506493,5.91701791563537e-05
gruner_markt,gruner_markt_strike086.flac,gruner_markt_strike086.flac,,58.59375,,,123.046875,,,30.0,1027.7676341064628,1507.9981005794707,1589.8538961038962,4.239075133227743e-05
gruner_markt,gruner_markt_strike087.flac,gruner_markt_strike087.flac,181.640625,386.71875,468.75,597.65625,849.609375,minor,333.0407706346908,1.3813672713756886,1122.8887157674642,1594.105944973688,1720.6168831168832,6.201554060680792e-05
gruner_markt,gruner_markt_strike088.flac,gruner_markt_strike088.flac,181.640625,392.578125,468.75,597.65625,843.75,minor,307.00668531550775,27.413606082509553,1099.3850684431627,1592.6011083095873,1739.4277597402597,3.3164189517265186e-05
gruner_markt,gruner_markt_strike089.flac,gruner_markt_strike089.flac,175.78125,392.578125,468.75,650.390625,843.75,minor,307.00668531550775,30.0,1096.111247809391,1584.9214641190836,1747.7069805194806,3.77135984308552e-05
gruner_markt,gruner_markt_strike090.flac,gruner_markt_strike090.flac,,228.515625,275.390625,304.6875,509.765625,minor,323.02395937846677,30.0,1059.6764851191458,1562.2855329143035,1741.7410714285713,6.162091449368745e-05
gruner_markt,gruner_markt_strike091.flac,gruner_markt_strike091.flac,,82.03125,,111.328125,175.78125,,,,1092.5710939440712,1540.1292030589093,1757.2037337662337,3.1940759072313085e-05
gruner_markt,gruner_markt_strike092.flac,gruner_markt_strike092.flac,,58.59375,,93.75,117.1875,,,30.0,1073.4524300151409,1453.5777540600623,1672.3417207792209,3.1006635254016146e-05
gruner_markt,gruner_markt_strike093.flac,gruner_markt_strike093.flac,228.515625,468.75,509.765625,650.390625,972.65625,minor,145.218481153639,30.0,1018.8892743975202,1449.6246242027373,1597.4025974025974,2.548436532379128e-05
gruner_markt,gruner_markt_strike094.flac,gruner_markt_strike094.flac,,76.171875,99.609375,117.1875,140.625,major,464.4277477310967,30.0,1029.3213046692497,1537.759130293057,1611.0389610389611,3.9269776607397944e-05
gruner_markt,gruner_markt_strike095.flac,gruner_markt_strike095.flac,175.78125,392.578125,468.75,644.53125,837.890625,minor,307.00668531550775,23.118330775635258,1028.7221874162703,1528.3954837821052,1630.7021103896104,2.8753760489053093e-05
gruner_markt,gruner_markt_strike096.flac,gruner_markt_strike096.flac,,70.3125,,99.609375,146.484375,,,30.0,1047.5994786963324,1501.2145630596606,1655.965909090909,3.2937827199930325e-05
gruner_markt,gruner_markt_strike097.flac,gruner_markt_strike097.flac,181.640625,392.578125,509.765625,597.65625,849.609375,major,452.225166469147,,1050.2002102617287,1446.100617723805,1662.6014610389611,4.368966256151907e-05
gruner_markt,gruner_markt_strike098.flac,gruner_markt_strike098.flac,82.03125,181.640625,228.515625,304.6875,392.578125,major,397.4470901704477,12.050240908955251,1101.5543312396876,1506.1922986849381,1725.0,4.686786269303411e-05
gruner_markt,gruner_markt_strike099.flac,gruner_markt_strike099.flac,181.640625,392.578125,521.484375,644.53125,843.75,major,491.5730886103505,30.0,1176.701941360443,1588.2253930497093,1926.5625,3.614579327404499e-05
gruner_markt,gruner_markt_strike100.flac,gruner_markt_strike100.flac,,304.6875,392.578125,509.765625,650.390625,major,438.77936678001646,30.0,1181.4448446185088,1613.0258932363888,1935.267857142857,3.262599420850165e-05
gruner_markt,gruner_markt_strike101.flac,gruner_markt_strike101.flac,,275.390625,304.6875,392.578125,597.65625,minor,175.02103975614583,,1118.3071362155722,1506.8437882346782,1810.1055194805194,3.626553370850161e-05
gruner_markt,gruner_markt_strike102.flac,gruner_markt_strike102.flac,58.59375,128.90625,164.0625,181.640625,275.390625,major,417.50796410436817,5.626165472795087,1078.535967180149,1447.3099614513558,1654.6266233766235,3.50501541106496e-05
gruner_markt,gruner_markt_strike103.flac,gruner_markt_strike103.flac,93.75,175.78125,228.515625,275.390625,,major,454.2139479044758,,1148.0796057532762,1590.2631600655097,1717.573051948052,3.657256456790492e-05
gruner_markt,gruner_markt_strike104.flac,gruner_markt_strike104.flac,175.78125,392.578125,468.75,656.25,837.890625,minor,307.00668531550775,30.0,1140.9498817905016,1629.9380203488597,1691.7613636363637,5.314002919476479e-05
gruner_markt,gruner_markt_strike105.flac,gruner_markt_strike105.flac,175.78125,392.578125,515.625,597.65625,873.046875,major,472.01091381542983,,1145.5028084899873,1616.1698564323178,1719.5211038961038,3.386538082850166e-05
gruner_markt,gruner_markt_strike106.flac,gruner_markt_strike106.flac,181.640625,392.578125,515.625,597.65625,837.890625,major,472.01091381542983,30.0,1121.511999908879,1572.1807312212875,1687.0738636363637,3.12580268655438e-05
gruner_markt,gruner_markt_strike107.flac,gruner_markt_strike107.flac,175.78125,392.578125,527.34375,656.25,878.90625,major,510.91668704628285,30.0,1175.462031303616,1666.7847529967567,1764.265422077922,5.7302811910631135e-05
gruner_markt,gruner_markt_strike108.flac,gruner_markt_strike108.flac,216.796875,392.578125,468.75,656.25,820.3125,minor,307.00668531550775,30.0,1230.1146300249204,1743.2250687453895,1834.760551948052,5.5534026614623144e-05
gruner_markt,gruner_markt_strike109.flac,gruner_markt_strike109.flac,,181.640625,228.515625,304.6875,386.71875,major,397.4470901704477,30.0,1261.5494692224895,1787.5720734649833,1894.7849025974026,8.437366341240704e-05
gruner_markt,gruner_markt_strike110.flac,gruner_markt_strike110.flac,275.390625,509.765625,597.65625,843.75,990.234375,minor,275.37821534732063,,1236.226490216313,1730.5960022434301,1889.6712662337663,0.00010526468395255506
gruner_markt,gruner_markt_strike111.flac,gruner_markt_strike111.flac,257.8125,509.765625,656.25,843.75,960.9375,major,437.29371145065096,,1229.20777489129,1759.1241698310448,1901.0551948051948,5.65689115319401e-05
gruner_markt,gruner_markt_strike112.flac,gruner_markt_strike112.flac,181.640625,392.578125,509.765625,597.65625,837.890625,major,452.225166469147,2.829321083505942,1170.4358994695704,1681.7061611495465,1788.676948051948,4.353340409579687e-05
gruner_markt,gruner_markt_strike113.flac,gruner_markt_strike113.flac,175.78125,392.578125,468.75,597.65625,843.75,minor,307.00668531550775,30.0,1134.8606247015216,1595.2269780019556,1786.0592532467533,5.0077760533895344e-05
gruner_markt,gruner_markt_strike114.flac,gruner_markt_strike114.flac,,58.59375,,87.890625,105.46875,,,,1095.8441718128247,1512.078814048506,1709.9025974025974,2.8847491194028407e-05
gruner_markt,gruner_markt_strike115.flac,gruner_markt_strike115.flac,,64.453125,,99.609375,,,,30.0,1116.3646156637571,1547.7596461326966,1714.2857142857142,2.8425043637980707e-05
gruner_markt,gruner_markt_strike116.flac,gruner_markt_strike116.flac,181.640625,386.71875,509.765625,597.65625,843.75,major,478.2592517883297,30.0,1141.3887423422025,1594.5589566468086,1691.3352272727273,3.8379308534786105e-05
gruner_markt,gruner_markt_strike117.flac,gruner_markt_strike117.flac,193.359375,392.578125,515.625,650.390625,843.75,major,472.01091381542983,30.0,1142.6945896466082,1597.7462166667895,1668.6282467532467,5.288316242513247e-05
gruner_markt,gruner_markt_strike118.flac,gruner_markt_strike118.flac,181.640625,392.578125,474.609375,650.390625,837.890625,minor,328.5129749122227,,1128.4672173647155,1658.271633678003,1675.385551948052,6.268813012866303e-05
gruner_markt,gruner_markt_strike119.flac,gruner_markt_strike119.flac,181.640625,392.578125,468.75,591.796875,843.75,minor,307.00668531550775,21.346298421207848,1100.7315616882724,1707.1560237545314,1659.5576298701299,3.260330413468182e-05
gruner_markt,gruner_markt_strike120.flac,gruner_markt_strike120.flac,181.640625,386.71875,515.625,597.65625,837.890625,major,498.0449991346125,30.0,1132.2307163752553,1826.962498351792,1729.9310064935064,4.599334715749137e-05
gruner_markt,gruner_markt_strike121.flac,gruner_markt_strike121.flac,181.640625,392.578125,468.75,650.390625,878.90625,minor,307.00668531550775,30.0,1366.5936560142306,2134.0526759079626,2261.0795454545455,0.00011882532271556556
gruner_markt,gruner_markt_strike122.flac,gruner_markt_strike122.flac,,82.03125,,,146.484375,,,30.0,1528.8521385660615,2344.406423911405,2615.0162337662337,0.0001454157754778862
gruner_markt,gruner_markt_strike123.flac,gruner_markt_strike123.flac,175.78125,386.71875,509.765625,644.53125,843.75,major,478.2592517883297,,1637.9867611529203,2458.205526920122,2896.1444805194806,0.00016227230662479997
gruner_markt,gruner_markt_strike124.flac,gruner_markt_strike124.flac,275.390625,597.65625,650.390625,849.609375,1259.765625,minor,146.3886292543323,1.0776970336963534,1839.150005222593,2693.7114497460116,3483.908279220779,0.00021022393775638193
gruner_markt,gruner_markt_strike125.flac,gruner_markt_strike125.flac,181.640625,386.71875,468.75,597.65625,767.578125,minor,333.0407706346908,25.4608140293416,1902.4068422881355,2764.338758321935,3680.844155844156,0.0002212141262134537
gruner_markt,gruner_markt_strike126.flac,gruner_markt_strike126.flac,181.640625,392.578125,468.75,650.390625,837.890625,minor,307.00668531550775,30.0,1852.6569598453377,2759.946151594111,3527.6785714285716,0.0002588798524811864
gruner_markt,gruner_markt_strike127.flac,gruner_markt_strike127.flac,181.640625,392.578125,,650.390625,849.609375,,,30.0,1887.5912753489588,2841.079526811983,3642.37012987013,0.00022658467059955
gruner_markt,gruner_markt_strike128.flac,gruner_markt_strike128.flac,275.390625,597.65625,656.25,990.234375,1318.359375,minor,161.91549610333038,30.0,1563.710455233164,2447.0396322697225,2752.353896103896,0.00015505102055612952
gruner_markt,gruner_markt_strike129.flac,gruner_markt_strike129.flac,,275.390625,304.6875,392.578125,527.34375,minor,175.02103975614583,30.0,1450.9019255288983,2284.761733868365,2431.716720779221,0.0001390881952829659
gruner_markt,gruner_markt_strike130.flac,gruner_markt_strike130.flac,128.90625,275.390625,304.6875,392.578125,597.65625,minor,175.02103975614583,17.140224897559428,1218.9200728929904,1992.6072459386437,2001.6842532467533,9.518228034721687e-05
gruner_markt,gruner_markt_strike131.flac,gruner_markt_strike131.flac,,76.171875,,111.328125,,,,7.674483927991298,1088.4330294592753,1803.9601599928367,1636.2418831168832,5.0257600378245115e-05
gruner_markt,gruner_markt_strike132.flac,gruner_markt_strike132.flac,,64.453125,,93.75,,,,30.0,1060.4403097385095,1696.7845567849954,1652.922077922078,4.050938878208399e-05
gruner_markt,gruner_markt_strike133.flac,gruner_markt_strike133.flac,269.53125,597.65625,656.25,990.234375,1330.078125,minor,161.91549610333038,30.0,1157.9240642432171,1746.949421950054,1792.6339285714287,3.86989486287348e-05
gruner_markt,gruner_markt_strike134.flac,gruner_markt_strike134.flac,181.640625,392.578125,509.765625,650.390625,843.75,major,452.225166469147,30.0,1204.1540073976312,1794.789814022729,1839.9959415584415,3.797333192778751e-05
